SongID,TrackName,Artists,Genre,FilePath
276,Get Hard (You In The Lobby),Luke Dean,,..\data\audio_files\processed\276.mp3
277,Beatin' Tha Breaks - Fouk Remix,Magic In Threes,Instrumental Funk,..\data\audio_files\processed\277.mp3
278,Downstream,Makèz/Life on Planets,,..\data\audio_files\processed\278.mp3
279,Bling Bling (2020 Remix),Malaa,Bass House,..\data\audio_files\processed\279.mp3
280,Bling Bling (Delayers Remix),Malaa/Delayers,Bass House,..\data\audio_files\processed\280.mp3
281,Bling Bling,Malaa,Bass House,..\data\audio_files\processed\281.mp3
282,Bylina (Bellecour Remix),Malaa/Bellecour,Bass House,..\data\audio_files\processed\282.mp3
283,Hostyl,Malaa/Dombresky,Bass House,..\data\audio_files\processed\283.mp3
284,Sweet Dreams,Marcus Layton,German Dance,..\data\audio_files\processed\284.mp3
285,Feel Good Inc.,Marcus Layton/Nonô,German Dance,..\data\audio_files\processed\285.mp3
286,Lady (Hear Me Tonight),Mark Knight/James Hurr,House,..\data\audio_files\processed\286.mp3
287,Anøther Dimensiøn,Marten Hørger,Bass House,..\data\audio_files\processed\287.mp3
288,GONNA BE ME,Marten Hørger,Bass House,..\data\audio_files\processed\288.mp3
289,I Am Ready,Marten Hørger,Bass House,..\data\audio_files\processed\289.mp3
290,Jungle,Marten Hørger,Bass House,..\data\audio_files\processed\290.mp3
291,Heavy,Marten Hørger/Neon Steve,Bass House,..\data\audio_files\processed\291.mp3
292,You Don't,Marten Hørger/Neon Steve,Bass House,..\data\audio_files\processed\292.mp3
293,Make U Sweat,Martin Ikin,Bass House,..\data\audio_files\processed\293.mp3
294,Fairy Tale,Marvin Aloys,,..\data\audio_files\processed\294.mp3
295,Deep Inside - Extended,Mat Zo,Complextro,..\data\audio_files\processed\295.mp3
296,Motivate,Mat Zo,Complextro,..\data\audio_files\processed\296.mp3
297,Bang (feat. Dances With White Girls) - ANGELZ Remix,Matroda/Dances/ANGELZ,Bass House,..\data\audio_files\processed\297.mp3
298,Bang (feat. Dances With White Girls),Matroda/Dances,Bass House,..\data\audio_files\processed\298.mp3
299,Boom Bap,Matroda,Bass House,..\data\audio_files\processed\299.mp3
300,Can’t Fight The Feeling,Matroda,Bass House,..\data\audio_files\processed\300.mp3
301,D.A.N.C.I.N.G,Matroda,Bass House,..\data\audio_files\processed\301.mp3
302,Deep Inside 2020,Matroda,Bass House,..\data\audio_files\processed\302.mp3
303,Do You Remember House?,Matroda,Bass House,..\data\audio_files\processed\303.mp3
304,My Mind,Matroda,Bass House,..\data\audio_files\processed\304.mp3
305,No Sleep (6AM) (feat. MERYLL),Matroda/MERYLL,Bass House,..\data\audio_files\processed\305.mp3
306,True G (feat. BRUX),Matroda/BRUX,Bass House,..\data\audio_files\processed\306.mp3
307,Walk In The Spot,Matroda,Bass House,..\data\audio_files\processed\307.mp3
308,Wasting Time,Matroda,Bass House,..\data\audio_files\processed\308.mp3
309,Disco Tool - Taiki Nulight Remix,Matroda/Bleu Clair/Taiki Nulight,Bass House,..\data\audio_files\processed\309.mp3
310,Disco Tool,Matroda/Bleu Clair,Bass House,..\data\audio_files\processed\310.mp3
311,Raise Em Up,Matroda/Loge21,Bass House,..\data\audio_files\processed\311.mp3
312,The Funk You Want,Matroda/POLOVICH,Bass House,..\data\audio_files\processed\312.mp3
313,The One,Matroda/San Pacho,Bass House,..\data\audio_files\processed\313.mp3
314,Body Move,Matroda/Tom Budin,Bass House,..\data\audio_files\processed\314.mp3
315,Give It To Me - Full Vocal Mix,Matt Sassari,French Tech House,..\data\audio_files\processed\315.mp3
316,Paris to Milan,Matt Sassari/Ashibah,French Tech House,..\data\audio_files\processed\316.mp3
317,Dress Code,Mau P,Tech House,..\data\audio_files\processed\317.mp3
318,Gimme That Bounce,Mau P,Tech House,..\data\audio_files\processed\318.mp3
319,Deep Inside,Maur,Uk Dance,..\data\audio_files\processed\319.mp3
320,Set You Free,Maur/FABER,Uk Dance,..\data\audio_files\processed\320.mp3
321,Hypnotic,Max Styler,Brostep,..\data\audio_files\processed\321.mp3
322,Satisfy,Max Styler,Brostep,..\data\audio_files\processed\322.mp3
323,God Made Me Phunky - Jess Bays Remix,MD X-Spress/Jess Bays,Classic House,..\data\audio_files\processed\323.mp3
324,Forgiveness,Me & My Toothbrush,,..\data\audio_files\processed\324.mp3
325,Musica,MEDUZA,Edm,..\data\audio_files\processed\325.mp3
326,I Got Nothing,MEDUZA/Ferreck Dawn/Clementine Douglas,Edm,..\data\audio_files\processed\326.mp3
327,Everything You Have Done,MEDUZA/GENESI,Edm,..\data\audio_files\processed\327.mp3
328,Say It To My Face,Melissa Pools/Axel North,,..\data\audio_files\processed\328.mp3
329,Transcendence,MEMBA/Kahani,Indian Edm,..\data\audio_files\processed\329.mp3
330,Bim Boom Bam,Merk & Kremont,Dutch House,..\data\audio_files\processed\330.mp3
331,Move With Me,Mia More/Able Faces,,..\data\audio_files\processed\331.mp3
332,Rosa - Malóne Remix,Mia Moretti/Malóne,,..\data\audio_files\processed\332.mp3
333,Different Side,Michael Bibi/KinAhau/Audio Bullys,Tech House,..\data\audio_files\processed\333.mp3
334,Waiting,Midnight Pool Party,Synth Funk,..\data\audio_files\processed\334.mp3
335,DJ Beat That Shhh - extended mixX,Mike Dunn/MD X-Spress,Chicago House,..\data\audio_files\processed\335.mp3
336,Take My Chance,MK,House,..\data\audio_files\processed\336.mp3
337,Rhyme Dust,MK/Dom Dolla,House,..\data\audio_files\processed\337.mp3
338,Jealous,Mochakk,,..\data\audio_files\processed\338.mp3
339,More Love - Rampa &ME Remix,Moderat/Keinemusik/Rampa/&ME,Electronica,..\data\audio_files\processed\339.mp3
340,Never Get To You,Moon Boots/Antony & Cleopatra,Filter House,..\data\audio_files\processed\340.mp3
341,I Want Your Attention,Moon Boots/Fiora,Filter House,..\data\audio_files\processed\341.mp3
342,Can You Feel It,MORTEN,Danish Electronic,..\data\audio_files\processed\342.mp3
343,Ain't No Other Man - Rework,Murphy's Law (UK),,..\data\audio_files\processed\343.mp3
344,Vente,Nic Fanciulli/Calussa,Deep Disco House,..\data\audio_files\processed\344.mp3
345,Atmosphere,Niko The Kid,Tech House,..\data\audio_files\processed\345.mp3
346,Dance Du Sol (Badapa),Niko The Kid,Tech House,..\data\audio_files\processed\346.mp3
347,Hella Good,Niko The Kid/Benson,Tech House,..\data\audio_files\processed\347.mp3
348,Fear,NITTI,Brostep,..\data\audio_files\processed\348.mp3
349,Sex Drive,NITTI/Hadar Adora,Brostep,..\data\audio_files\processed\349.mp3
350,Dance,Noizu,Bass House,..\data\audio_files\processed\350.mp3
351,For Your Soul,Noizu,Bass House,..\data\audio_files\processed\351.mp3
352,Jungle,Noizu,Bass House,..\data\audio_files\processed\352.mp3
353,Lasers,Noizu,Bass House,..\data\audio_files\processed\353.mp3
354,No More,Noizu,Bass House,..\data\audio_files\processed\354.mp3
355,Vogue,Noizu,Bass House,..\data\audio_files\processed\355.mp3
356,Burnin',Noizu/Martin Ikin,Bass House,..\data\audio_files\processed\356.mp3
357,4 The People,Noizu/Tony Romera,Bass House,..\data\audio_files\processed\357.mp3
358,Push To Start (feat. No/Me),Noizu/Westend/No/Me,Bass House,..\data\audio_files\processed\358.mp3
359,Good Times,Nonô,,..\data\audio_files\processed\359.mp3
360,Come with Me - Radio Mix,Nora En Pure,Deep House,..\data\audio_files\processed\360.mp3
361,Light,Nu Aspect,Bassline,..\data\audio_files\processed\361.mp3
362,Make You Mine,NVOY,Deep Groove House,..\data\audio_files\processed\362.mp3
363,You Are,NVOY,Deep Groove House,..\data\audio_files\processed\363.mp3
364,Give You,Odd Mob,Aussietronica,..\data\audio_files\processed\364.mp3
365,Blisters on My Feet,Odd Mob/Basura Boyz,Aussietronica,..\data\audio_files\processed\365.mp3
366,Losing Control,Odd Mob/OMNOM,Aussietronica,..\data\audio_files\processed\366.mp3
367,"Mind Awake, Body Asleep",Odd Mob/OMNOM/HYPERBEAM,Aussietronica,..\data\audio_files\processed\367.mp3
368,Into You - Radio Edit,Odd Mob/Starley,Aussietronica,..\data\audio_files\processed\368.mp3
369,Lady Love,Oden & Fatzo/Camden Cox,,..\data\audio_files\processed\369.mp3
370,Falls - Golden Features Remix,ODESZA/Sasha Alex Sloan/Golden Features,Chillwave,..\data\audio_files\processed\370.mp3
371,Bucovina 2023,Oliver Heldens/Shantel,Dutch House,..\data\audio_files\processed\371.mp3
372,Okami,Oski/Allen Mock/Herbalistek,Brostep,..\data\audio_files\processed\372.mp3
373,Breeze,Paccu,,..\data\audio_files\processed\373.mp3
374,Your Heart,Paccu,,..\data\audio_files\processed\374.mp3
375,U Ok?,PARISI/Steve Angello/Sebastian Ingrosso,,..\data\audio_files\processed\375.mp3
376,MDR,Party Favor/Baauer,Brostep,..\data\audio_files\processed\376.mp3
377,Canutito,Paskman,Latin Tech House,..\data\audio_files\processed\377.mp3
378,Roller Coaster,Paskman,Latin Tech House,..\data\audio_files\processed\378.mp3
379,Make Me Happy (feat. Might Delete Later),Patrick Topping/Might Delete Later,House,..\data\audio_files\processed\379.mp3
380,Whisper (feat. Raphi),Patrick Topping/Raphi,House,..\data\audio_files\processed\380.mp3
381,In My Head (feat. Shayan),Paul Woolford/LF SYSTEM/Shayan,House,..\data\audio_files\processed\381.mp3
382,Hendrix Flow,PAWSA,,..\data\audio_files\processed\382.mp3
383,matingcall.exe,Pedestrian Tactics,,..\data\audio_files\processed\383.mp3
384,Nerds Trying To Dance,Pedestrian Tactics,,..\data\audio_files\processed\384.mp3
385,(It Goes Like) Nanana - Edit,Peggy Gou,Electra,..\data\audio_files\processed\385.mp3
386,Breakfast,PEZNT/Born I,,..\data\audio_files\processed\386.mp3
387,Keepmastik,Phlegmatic Dogs,Bass House,..\data\audio_files\processed\387.mp3
388,What I Do,Piero Pirupa/Millean./Haylee Wood,Italian Tech House,..\data\audio_files\processed\388.mp3
389,Stick-Up,Pimp Chic!,Brazilian Bass,..\data\audio_files\processed\389.mp3
390,Arc-en-ciel,Polo & Pan,Dark Disco,..\data\audio_files\processed\390.mp3
391,Bakara,Polo & Pan,Dark Disco,..\data\audio_files\processed\391.mp3
392,Gengis,Polo & Pan,Dark Disco,..\data\audio_files\processed\392.mp3
393,Get Your Wish - DJ NOT PORTER ROBINSON Remix,Porter Robinson,Complextro,..\data\audio_files\processed\393.mp3
394,Dummy – Chris Lake Remix,Portugal. The Man/Chris Lake,Indie Rock,..\data\audio_files\processed\394.mp3
395,Magic Word,Proxy/AC Slater,Bass House,..\data\audio_files\processed\395.mp3
396,Drive,Prunk/Dennis Quin,Dutch Tech House,..\data\audio_files\processed\396.mp3
397,Anything (For Your Love),Punctual,Pop Dance,..\data\audio_files\processed\397.mp3
398,Eva,Punctual,Pop Dance,..\data\audio_files\processed\398.mp3
399,Mela,Punctual,Pop Dance,..\data\audio_files\processed\399.mp3
400,We Could Have It All,Punctual,Pop Dance,..\data\audio_files\processed\400.mp3
401,You Will See,Quarterhead/SESA,Tech House,..\data\audio_files\processed\401.mp3
402,Champion,Rampa/Sparrow & Barbossa/Keinemusik,Deep Disco House,..\data\audio_files\processed\402.mp3
403,Don't Worry - Axwell Cut,Redfield/Axwell,,..\data\audio_files\processed\403.mp3
404,Get Dirty,Return Of The Jaded/Tommie Sunshine,Canadian Electronic,..\data\audio_files\processed\404.mp3
405,Fourth Impact,Rezz/k?d,Brostep,..\data\audio_files\processed\405.mp3
406,Teleportal,Rezz/Kotek,Brostep,..\data\audio_files\processed\406.mp3
407,Criminals,Rezz/Malaa,Brostep,..\data\audio_files\processed\407.mp3
408,Needle On The Record,Riordan,Tech House,..\data\audio_files\processed\408.mp3
409,Fake ID (Coke & Rum Remix),Riton/Kah-Lo/GEE LEE,House,..\data\audio_files\processed\409.mp3
410,2Gether (Eden Prince Remix),Roger Sanchez/Eden Prince,Disco House,..\data\audio_files\processed\410.mp3
411,Again - Edit,Roger Sanchez,Disco House,..\data\audio_files\processed\411.mp3
412,Beam,Rome in Silver,Future Bass,..\data\audio_files\processed\412.mp3
413,Fool,Rome in Silver,Future Bass,..\data\audio_files\processed\413.mp3
414,You Don't Know (what it's like),Rome in Silver,Future Bass,..\data\audio_files\processed\414.mp3
415,Friends,Rome in Silver/chae,Future Bass,..\data\audio_files\processed\415.mp3
416,what we had was real,Rommii,Stutter House,..\data\audio_files\processed\416.mp3
417,The Sea,Romy,,..\data\audio_files\processed\417.mp3
418,Echo,RSCL/Repiet/Julia Kleijn,Stutter House,..\data\audio_files\processed\418.mp3
419,Scared of Love (feat. RAY BLK & Stefflon Don) - Preditah Remix,Rudimental/RAY BLK/Stefflon Don/Preditah,Pop Dance,..\data\audio_files\processed\419.mp3
420,Gas Pedal - Kyle Watson Remix,Sage The Gemini/Kyle Watson/Iamsu!,Hyphy,..\data\audio_files\processed\420.mp3
421,Howl,Saint Punk,Dark Clubbing,..\data\audio_files\processed\421.mp3
422,MAD,Saint Punk,Dark Clubbing,..\data\audio_files\processed\422.mp3
423,Menace,Saint Punk,Dark Clubbing,..\data\audio_files\processed\423.mp3
424,911,Saint Punk/J,Dark Clubbing,..\data\audio_files\processed\424.mp3
425,Peach,salute/Sammy Virji,Ukg Revival,..\data\audio_files\processed\425.mp3
426,Freak,San Pacho/No Thanks,Tech House,..\data\audio_files\processed\426.mp3
427,In Your Mind,San Pacho/Notelle,Tech House,..\data\audio_files\processed\427.mp3
428,Some People Say - Radio Edit,Semedo/Curtis Gabriel,Deep Groove House,..\data\audio_files\processed\428.mp3
429,Hijos De La Noche,Shermanology,Dutch House,..\data\audio_files\processed\429.mp3
430,Sometimes,Shermanology,Dutch House,..\data\audio_files\processed\430.mp3
431,Motown Philly,Shermanology/Boyz II Men,Dutch House,..\data\audio_files\processed\431.mp3
432,Are You Feeling This?,Shiba San,Bass House,..\data\audio_files\processed\432.mp3
433,My House,Shiba San/Rave Rae,Bass House,..\data\audio_files\processed\433.mp3
434,It's My House (with Dillon Francis),Ship Wrek/Dillon Francis,Stutter House,..\data\audio_files\processed\434.mp3
435,Need It,Ship Wrek,Stutter House,..\data\audio_files\processed\435.mp3
436,Silent,Ship Wrek,Stutter House,..\data\audio_files\processed\436.mp3
437,The Function,Ship Wrek,Stutter House,..\data\audio_files\processed\437.mp3
438,Misbehave,Ship Wrek/Disco Lines,Stutter House,..\data\audio_files\processed\438.mp3
439,Feel The Need,SIDEPIECE,Edm,..\data\audio_files\processed\439.mp3
440,What You Need,SIDEPIECE,Edm,..\data\audio_files\processed\440.mp3
441,Nobody To Love,Sigma,Dancefloor Dnb,..\data\audio_files\processed\441.mp3
442,Can't Play Myself (A Tribute To Amy),Skepta/Amy Winehouse,Birmingham Grime,..\data\audio_files\processed\442.mp3
443,Time,Skepta/Jammer/Deki Alem/A$AP NAST,Birmingham Grime,..\data\audio_files\processed\443.mp3
444,Smoke In Your Eyes,Skepta/Ossie/Harry Stone,Birmingham Grime,..\data\audio_files\processed\444.mp3
445,Fine Day Anthem,Skrillex/Boys Noize/Opus III,Brostep,..\data\audio_files\processed\445.mp3
446,Rumble,Skrillex/Fred again../Flowdan,Brostep,..\data\audio_files\processed\446.mp3
447,Bringing Me Home - OMNOM Remix,Snakehips/OMNOM/LAUREL,Electropop,..\data\audio_files\processed\447.mp3
448,Don't Leave - Throttle Remix,Snakehips/MØ/Throttle,Electropop,..\data\audio_files\processed\448.mp3
449,Jacaré,Sofi Tukker,Edm,..\data\audio_files\processed\449.mp3
450,Rhythm (Of The Night),Something Good/Yotto,Progressive Trance House,..\data\audio_files\processed\450.mp3
451,Levitate,Sonny Fodera/Marten Hørger,House,..\data\audio_files\processed\451.mp3
452,Asking,Sonny Fodera/MK/Clementine Douglas,House,..\data\audio_files\processed\452.mp3
453,Big Ting Vibe,SQWAD,Bass House,..\data\audio_files\processed\453.mp3
454,Everybody,SQWAD,Bass House,..\data\audio_files\processed\454.mp3
455,Move,SQWAD/Badjokes/Habstrakt,Bass House,..\data\audio_files\processed\455.mp3
456,Valodja (Kryder Remix),Steve Angello/AN21/Kryder,Dutch House,..\data\audio_files\processed\456.mp3
457,Bloom,sumthin sumthin,Future Bass,..\data\audio_files\processed\457.mp3
458,Cut That,sumthin sumthin,Future Bass,..\data\audio_files\processed\458.mp3
459,Ghost,sumthin sumthin,Future Bass,..\data\audio_files\processed\459.mp3
460,Gryme,sumthin sumthin,Future Bass,..\data\audio_files\processed\460.mp3
461,Vivid,sumthin sumthin,Future Bass,..\data\audio_files\processed\461.mp3
462,Salt,sumthin sumthin/CloZee,Future Bass,..\data\audio_files\processed\462.mp3
463,Damage,sumthin sumthin/Saka,Future Bass,..\data\audio_files\processed\463.mp3
464,Dance No More (with Kaleena Zanders),Sunday Scaries/Kaleena Zanders,,..\data\audio_files\processed\464.mp3
465,Feel Like Makin' Love (feat. Roberta Flack),Supershy/Roberta Flack,,..\data\audio_files\processed\465.mp3
466,Through Glass,Taiki Nulight,Bass House,..\data\audio_files\processed\466.mp3
467,Soundwave,Taiki Nulight/Dread MC,Bass House,..\data\audio_files\processed\467.mp3
468,Dr Sbaitso,Taiki Nulight/LO'99,Bass House,..\data\audio_files\processed\468.mp3
469,Cruel Summer - LP Giobbi Remix,Taylor Swift/LP Giobbi,Pop,..\data\audio_files\processed\469.mp3
470,Adieu (Chace Remix),Tchami/Chace,Deep Groove House,..\data\audio_files\processed\470.mp3
471,Don't Let Me Down (feat. Kaelyn Behr),Tchami/Kaelyn Behr,Deep Groove House,..\data\audio_files\processed\471.mp3
472,Godspell (feat. Taiki Nulight),Tchami/Taiki Nulight,Deep Groove House,..\data\audio_files\processed\472.mp3
473,Omega (feat. Ibranovski),Tchami/Ibranovski,Deep Groove House,..\data\audio_files\processed\473.mp3
474,Rainforest,Tchami,Deep Groove House,..\data\audio_files\processed\474.mp3
475,Shades (feat. Donnie Sloan & Ricky Ducati),Tchami/Donnie Sloan/Ricky Ducati,Deep Groove House,..\data\audio_files\processed\475.mp3
476,SIAW,Tchami,Deep Groove House,..\data\audio_files\processed\476.mp3
477,World To Me (feat. Luke James),Tchami/Luke James,Deep Groove House,..\data\audio_files\processed\477.mp3
478,Zeal,Tchami,Deep Groove House,..\data\audio_files\processed\478.mp3
479,My Place (feat. Reece),Tchami/BROHUG/Reece,Deep Groove House,..\data\audio_files\processed\479.mp3
480,Prophecy (Kyle Watson Remix),Tchami/Malaa/Kyle Watson,Deep Groove House,..\data\audio_files\processed\480.mp3
481,Prophecy,Tchami/Malaa,Deep Groove House,..\data\audio_files\processed\481.mp3
482,Summer 99,Tchami/Malaa,Deep Groove House,..\data\audio_files\processed\482.mp3
483,Aisha,TECH IT DEEP,,..\data\audio_files\processed\483.mp3
484,Maria Maria,TECH IT DEEP,,..\data\audio_files\processed\484.mp3
485,Mercy (feat. Jacob Lusk),The Blessed Madonna/Jacob Lusk/Gabriels,Edm,..\data\audio_files\processed\485.mp3
486,Carry Me Higher - 7 Inch Version,The Blessed Madonna/Joy Anonymous/Danielle Ponder,Edm,..\data\audio_files\processed\486.mp3
487,Denim,The Floozies/Gibbz/MZG,Glitch Hop,..\data\audio_files\processed\487.mp3
488,Warn Ya - Cazztek Remix,The Funk Hunters/Defunk/Cazztek/Akylla,Canadian Electronic,..\data\audio_files\processed\488.mp3
489,Love On You (feat. Griff Clawson),The Magician/A-Trak/Griff Clawson,Belgian Edm,..\data\audio_files\processed\489.mp3
490,Sinister - Axwell Mi Amor Remode,Thomas Newson/Corey James/Axwell,Dutch House,..\data\audio_files\processed\490.mp3
491,All In,Throttle,,..\data\audio_files\processed\491.mp3
492,I Can't Take No More,Tita Lau,,..\data\audio_files\processed\492.mp3
493,One Of A Kind,Tita Lau,,..\data\audio_files\processed\493.mp3
494,Perfect Love - Biscits Remix,Todd Edwards/Biscits,Garage House,..\data\audio_files\processed\494.mp3
495,Ando High,Tom & Collins/AMÉMÉ,Mexican Edm,..\data\audio_files\processed\495.mp3
496,Pa Lante,Tom & Collins/Mr. Pig/Minow/Gabsy,Mexican Edm,..\data\audio_files\processed\496.mp3
497,Serena - Sllash & Doppe Remix,Tom & Collins/Thomas Newson/PAVE/Sllash & Doppe,Mexican Edm,..\data\audio_files\processed\497.mp3
498,Shake That,Tom Budin,Deep Groove House,..\data\audio_files\processed\498.mp3
499,Supersonic,Tom Budin/Dave Winnel,Deep Groove House,..\data\audio_files\processed\499.mp3
500,Pégate,Tom Enzy,Slap House,..\data\audio_files\processed\500.mp3
501,Rainfall (Praise You),Tom Santa,Stutter House,..\data\audio_files\processed\501.mp3
502,Boiling Room,Tony Romera,Bass House,..\data\audio_files\processed\502.mp3
503,Candy - Karma Fields Dub,Torren Foot/Karma Fields,Australian House,..\data\audio_files\processed\503.mp3
504,Candy,Torren Foot,Australian House,..\data\audio_files\processed\504.mp3
505,Enjoy It Now,Tortured Soul,Deep House,..\data\audio_files\processed\505.mp3
506,Special Lady,Tortured Soul,Deep House,..\data\audio_files\processed\506.mp3
507,Back To The Wall,TroyBoi,Bass Trap,..\data\audio_files\processed\507.mp3
508,Grimey,TroyBoi,Bass Trap,..\data\audio_files\processed\508.mp3
509,Sensei,TroyBoi,Bass Trap,..\data\audio_files\processed\509.mp3
510,All Night,Truth x Lies,Tech House,..\data\audio_files\processed\510.mp3
511,What I'm Sayin,Truth x Lies,Tech House,..\data\audio_files\processed\511.mp3
512,Bleacher Creature,TVBOO/um..,Experimental Bass,..\data\audio_files\processed\512.mp3
513,Don't Copy Us,um..,Experimental Bass,..\data\audio_files\processed\513.mp3
514,Pó De Anjo,VINNE,Brazilian Edm,..\data\audio_files\processed\514.mp3
515,"Tudo Bem, Tudo Bom - Radio Edit",Vintage Culture,Brazilian Edm,..\data\audio_files\processed\515.mp3
516,Come Come,Vintage Culture/Tube & Berger/Kyle Pearce,Brazilian Edm,..\data\audio_files\processed\516.mp3
517,Ghost Voices,Virtual Self,Electro House,..\data\audio_files\processed\517.mp3
518,Key,Virtual Self,Electro House,..\data\audio_files\processed\518.mp3
519,Freddie's Warmup,Vlado,,..\data\audio_files\processed\519.mp3
520,Funk Soul Brother - GENESI Edit,VLTRA (IT)/GENESI,Tech House,..\data\audio_files\processed\520.mp3
521,One Pill,VNSSA,Bass House,..\data\audio_files\processed\521.mp3
522,Bump,VOLAC,Bass House,..\data\audio_files\processed\522.mp3
523,In The Air,VOLAC,Bass House,..\data\audio_files\processed\523.mp3
524,Russian Style,VOLAC,Bass House,..\data\audio_files\processed\524.mp3
525,Work It,VOLAC,Bass House,..\data\audio_files\processed\525.mp3
526,Like Dis - Radio Edit,VOLAC/Gustavo Mota,Bass House,..\data\audio_files\processed\526.mp3
527,Do My Thing,Wade,Tech House,..\data\audio_files\processed\527.mp3
528,Give Me A Sign,Wahlstedt/TOOMANYLEFTHANDS,Pop Edm,..\data\audio_files\processed\528.mp3
529,Cheap Thrills,Walker & Royce/Barney Bones,Bass House,..\data\audio_files\processed\529.mp3
530,Stop Time,Walker & Royce/Glass Petals/Elohim,Bass House,..\data\audio_files\processed\530.mp3
531,Let's Live It Up,Walker & Royce/Harm Franklin,Bass House,..\data\audio_files\processed\531.mp3
532,Low Rider - Kyle Watson Remix,War/Kyle Watson,Classic Soul,..\data\audio_files\processed\532.mp3
533,Keep Raving,Wax Motif,Bass House,..\data\audio_files\processed\533.mp3
534,Lo Que Soy,Wax Motif/Kura,Bass House,..\data\audio_files\processed\534.mp3
535,Lose Control,Wax Motif/Matroda,Bass House,..\data\audio_files\processed\535.mp3
536,La Samba,Wax Motif/Riordan,Bass House,..\data\audio_files\processed\536.mp3
537,Red Runner,WAYNE SNOW,Indie Jazz,..\data\audio_files\processed\537.mp3
538,Feel My Needs - Purple Disco Machine Remix,WEISS/Purple Disco Machine,House,..\data\audio_files\processed\538.mp3
539,You're Sunshine,WEISS,House,..\data\audio_files\processed\539.mp3
540,Dive In (feat. Notelle),Westend/Notelle,Bass House,..\data\audio_files\processed\540.mp3
541,Be Ok Again,What So Not/Daniel Johns,Aussietronica,..\data\audio_files\processed\541.mp3
542,Warlord,What So Not/SLUMBERJACK,Aussietronica,..\data\audio_files\processed\542.mp3
543,28 Grams,Wolfgang Gartner,Complextro,..\data\audio_files\processed\543.mp3
544,Never Hide - Original Mix,Wolsh,,..\data\audio_files\processed\544.mp3
545,Sunshine (My Girl),Wuki,,..\data\audio_files\processed\545.mp3
546,To Be Real,Wuki/Lee Foss/Cheryl Lynn,,..\data\audio_files\processed\546.mp3
547,Done With Love,Zedd,Complextro,..\data\audio_files\processed\547.mp3
548,Straight Into The Fire,Zedd,Complextro,..\data\audio_files\processed\548.mp3
549,Candyman,Zedd/Aloe Blacc,Complextro,..\data\audio_files\processed\549.mp3
550,Clarity,Zedd/Foxes,Complextro,..\data\audio_files\processed\550.mp3
551,One Three Nine,Zeds Dead/Scrufizzer,Brostep,..\data\audio_files\processed\551.mp3
552,Better Recognize,ZHU/Wax Motif,Edm,..\data\audio_files\processed\552.mp3
553,Tunnel Vision - Don Diablo Edit,Zonderling/Don Diablo,Dutch House,..\data\audio_files\processed\553.mp3
554,I DON'T CARE,박혜진 Park Hye Jin,Korean Dream Pop,..\data\audio_files\processed\554.mp3
